epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52516E+12,2018-05-01T09.23.30.226,28.071,1.499,-0.005,0.175
1.52516E+12,2018-05-01T09.23.30.308,28.153,0.901,0.159,0.149
1.52516E+12,2018-05-01T09.23.30.388,28.233,0.873,-0.057,0.097
1.52516E+12,2018-05-01T09.23.30.469,28.314,0.822,0.146,0.177
1.52516E+12,2018-05-01T09.23.30.549,28.394,0.93,0.021,0.186
1.52516E+12,2018-05-01T09.23.30.630,28.475,1.017,-0.124,0.165
1.52516E+12,2018-05-01T09.23.30.712,28.557,1.135,-0.152,0.255
1.52516E+12,2018-05-01T09.23.30.792,28.637,1.208,-0.41,0.228
1.52516E+12,2018-05-01T09.23.30.873,28.718,1.114,0.505,0.207
1.52516E+12,2018-05-01T09.23.30.954,28.799,0.963,0.335,0.414
1.52516E+12,2018-05-01T09.23.31.034,28.879,0.873,-0.178,0.217
1.52516E+12,2018-05-01T09.23.31.116,28.961,0.68,0.035,0.292
1.52516E+12,2018-05-01T09.23.31.197,29.042,0.791,0.063,0.33
1.52516E+12,2018-05-01T09.23.31.277,29.122,0.919,-0.164,0.308
1.52516E+12,2018-05-01T09.23.31.358,29.203,1.093,-0.189,0.558
1.52516E+12,2018-05-01T09.23.31.440,29.285,1.523,-0.012,0.246
1.52516E+12,2018-05-01T09.23.31.520,29.365,0.791,0.297,0.188
1.52516E+12,2018-05-01T09.23.31.601,29.446,1.039,-0.087,0.097
1.52516E+12,2018-05-01T09.23.31.682,29.527,0.765,0.151,0.167
1.52516E+12,2018-05-01T09.23.31.762,29.607,0.798,0.105,0.137
1.52516E+12,2018-05-01T09.23.31.844,29.689,1.057,-0.32,0.185
1.52516E+12,2018-05-01T09.23.31.925,29.77,1.149,-0.328,0.209
1.52516E+12,2018-05-01T09.23.32.005,29.85,1.32,-0.054,0.213
1.52516E+12,2018-05-01T09.23.32.086,29.931,1.013,0.592,0.326
1.52516E+12,2018-05-01T09.23.32.168,30.013,0.964,0.036,0.383
1.52516E+12,2018-05-01T09.23.32.249,30.094,0.778,-0.124,0.28
1.52516E+12,2018-05-01T09.23.32.329,30.174,0.703,-0.031,0.323
1.52516E+12,2018-05-01T09.23.32.410,30.255,0.768,-0.014,0.406
1.52516E+12,2018-05-01T09.23.32.490,30.335,0.924,-0.175,0.389
1.52516E+12,2018-05-01T09.23.32.572,30.417,1.297,-0.277,0.646
1.52516E+12,2018-05-01T09.23.32.653,30.498,1.261,0.324,0.059
1.52516E+12,2018-05-01T09.23.32.733,30.578,0.823,0.085,0.22
1.52516E+12,2018-05-01T09.23.32.814,30.659,0.946,-0.077,0.178
1.52516E+12,2018-05-01T09.23.32.896,30.741,0.667,0.238,0.173
1.52516E+12,2018-05-01T09.23.32.977,30.822,0.994,-0.237,0.181
1.52516E+12,2018-05-01T09.23.33.057,30.902,1.088,-0.36,0.209
1.52516E+12,2018-05-01T09.23.33.138,30.983,1.189,-0.195,0.255
1.52516E+12,2018-05-01T09.23.33.218,31.063,1.23,0.068,0.267
1.52516E+12,2018-05-01T09.23.33.300,31.145,1.006,0.555,0.425
1.52516E+12,2018-05-01T09.23.33.381,31.226,0.914,-0.096,0.307
1.52516E+12,2018-05-01T09.23.33.461,31.306,0.642,-0.092,0.275
1.52516E+12,2018-05-01T09.23.33.542,31.387,0.722,0.053,0.379
1.52516E+12,2018-05-01T09.23.33.624,31.469,0.851,-0.127,0.418
1.52516E+12,2018-05-01T09.23.33.705,31.55,0.963,-0.298,0.542
1.52516E+12,2018-05-01T09.23.33.785,31.63,1.689,0.193,0.242
1.52516E+12,2018-05-01T09.23.33.866,31.711,0.816,0.524,0.254
1.52516E+12,2018-05-01T09.23.33.946,31.791,1.062,-0.053,-0.02
1.52516E+12,2018-05-01T09.23.34.028,31.873,0.877,0.083,0.207
1.52516E+12,2018-05-01T09.23.34.109,31.954,0.882,0.02,0.109
1.52516E+12,2018-05-01T09.23.34.189,32.034,1.014,-0.207,0.087
1.52516E+12,2018-05-01T09.23.34.270,32.115,0.93,-0.117,0.083
1.52516E+12,2018-05-01T09.23.34.352,32.197,1.157,-0.016,0.238
1.52516E+12,2018-05-01T09.23.34.433,32.278,1.111,0.116,0.53
1.52516E+12,2018-05-01T09.23.34.513,32.358,1.058,-0.065,0.515
1.52516E+12,2018-05-01T09.23.34.594,32.439,0.796,0.071,0.446
1.52516E+12,2018-05-01T09.23.34.674,32.519,0.813,0.076,0.396
1.52516E+12,2018-05-01T09.23.34.756,32.601,0.872,0,0.382
1.52516E+12,2018-05-01T09.23.34.837,32.682,0.91,-0.058,0.355
1.52516E+12,2018-05-01T09.23.34.917,32.762,0.999,-0.055,0.366
1.52516E+12,2018-05-01T09.23.34.998,32.843,1.002,0.013,0.332
1.52516E+12,2018-05-01T09.23.35.080,32.925,0.982,0.097,0.244
1.52516E+12,2018-05-01T09.23.35.161,33.006,1.006,0.15,0.197
1.52516E+12,2018-05-01T09.23.35.241,33.086,0.984,0.066,0.186
1.52516E+12,2018-05-01T09.23.35.322,33.167,0.97,0.031,0.209
1.52516E+12,2018-05-01T09.23.35.402,33.247,1.006,-0.068,0.183
1.52516E+12,2018-05-01T09.23.35.484,33.329,0.991,-0.141,0.181
1.52516E+12,2018-05-01T09.23.35.565,33.41,0.994,-0.115,0.186
1.52516E+12,2018-05-01T09.23.35.645,33.49,0.973,-0.109,0.178
1.52516E+12,2018-05-01T09.23.35.726,33.571,0.973,-0.203,0.162
1.52516E+12,2018-05-01T09.23.35.808,33.653,1.005,-0.218,0.124
1.52516E+12,2018-05-01T09.23.35.889,33.734,0.958,-0.21,0.103
1.52516E+12,2018-05-01T09.23.35.969,33.814,1.135,-0.134,0.195
1.52516E+12,2018-05-01T09.23.36.050,33.895,1.107,0.184,0.392
1.52516E+12,2018-05-01T09.23.36.132,33.977,0.905,0.063,0.474
1.52516E+12,2018-05-01T09.23.36.212,34.057,1.013,-0.135,0.261
1.52516E+12,2018-05-01T09.23.36.293,34.138,0.882,0.021,0.252
1.52516E+12,2018-05-01T09.23.36.374,34.219,0.849,-0.057,0.202
1.52516E+12,2018-05-01T09.23.36.454,34.299,0.944,-0.008,0.249
1.52516E+12,2018-05-01T09.23.36.536,34.381,0.949,0.007,0.33
1.52516E+12,2018-05-01T09.23.36.617,34.462,0.911,-0.264,0.372
1.52516E+12,2018-05-01T09.23.36.697,34.542,0.782,-0.174,0.367
1.52516E+12,2018-05-01T09.23.36.778,34.623,0.933,0.219,0.408
1.52516E+12,2018-05-01T09.23.36.860,34.705,1.417,0.534,0.026
1.52516E+12,2018-05-01T09.23.36.940,34.785,1.292,-0.448,-0.103
1.52516E+12,2018-05-01T09.23.37.021,34.866,1,-0.093,-0.074
1.52516E+12,2018-05-01T09.23.37.102,34.947,0.852,0.191,-0.037
1.52516E+12,2018-05-01T09.23.37.182,35.027,0.972,0.076,-0.022
1.52516E+12,2018-05-01T09.23.37.264,35.109,1.062,0.074,0.021
1.52516E+12,2018-05-01T09.23.37.345,35.19,0.928,0.019,0.073
1.52516E+12,2018-05-01T09.23.37.425,35.27,1.019,-0.001,0.042
1.52516E+12,2018-05-01T09.23.37.506,35.351,1.087,0.028,0.054
1.52516E+12,2018-05-01T09.23.37.588,35.433,0.98,0.056,0.098
1.52516E+12,2018-05-01T09.23.37.668,35.513,1.008,0.034,0.134
1.52516E+12,2018-05-01T09.23.37.749,35.594,1.026,0.01,0.159
1.52516E+12,2018-05-01T09.23.37.830,35.675,1.009,-0.029,0.133
1.52516E+12,2018-05-01T09.23.37.910,35.755,0.993,-0.034,0.1
1.52516E+12,2018-05-01T09.23.37.992,35.837,1.008,-0.078,0.124
1.52516E+12,2018-05-01T09.23.38.073,35.918,1.003,-0.145,0.115
1.52516E+12,2018-05-01T09.23.38.153,35.998,1.001,-0.003,0.245
1.52516E+12,2018-05-01T09.23.38.234,36.079,0.945,0.146,0.313
1.52516E+12,2018-05-01T09.23.38.314,36.159,1.006,0.004,0.443
1.52516E+12,2018-05-01T09.23.38.396,36.241,0.991,-0.015,0.4
1.52516E+12,2018-05-01T09.23.38.477,36.322,0.886,0.064,0.352
1.52516E+12,2018-05-01T09.23.38.558,36.403,0.891,0.041,0.298
1.52516E+12,2018-05-01T09.23.38.638,36.483,0.991,0,0.264
1.52516E+12,2018-05-01T09.23.38.720,36.565,1.014,-0.024,0.302
1.52516E+12,2018-05-01T09.23.38.801,36.646,0.953,-0.034,0.273
1.52516E+12,2018-05-01T09.23.38.881,36.726,0.979,-0.016,0.253
1.52516E+12,2018-05-01T09.23.38.962,36.807,1,0.028,0.273
1.52516E+12,2018-05-01T09.23.39.042,36.887,0.966,0.039,0.312
1.52516E+12,2018-05-01T09.23.39.124,36.969,1.037,-0.004,0.298
1.52516E+12,2018-05-01T09.23.39.205,37.05,0.913,0.125,0.332
1.52516E+12,2018-05-01T09.23.39.286,37.131,0.892,0.158,0.421
1.52516E+12,2018-05-01T09.23.39.366,37.211,0.943,0.028,0.435
1.52516E+12,2018-05-01T09.23.39.448,37.293,0.893,0.07,0.423
1.52516E+12,2018-05-01T09.23.39.529,37.374,0.812,0.095,0.407
1.52516E+12,2018-05-01T09.23.39.609,37.454,0.808,0.034,0.441
1.52516E+12,2018-05-01T09.23.39.690,37.535,0.852,0.001,0.531
1.52516E+12,2018-05-01T09.23.39.770,37.615,0.881,-0.101,0.613
1.52516E+12,2018-05-01T09.23.39.853,37.698,1.286,0.23,0.444
1.52516E+12,2018-05-01T09.23.39.933,37.778,0.943,0.42,0.1
1.52516E+12,2018-05-01T09.23.40.014,37.859,1.083,0.125,0.014
1.52516E+12,2018-05-01T09.23.40.094,37.939,0.958,-0.034,0.194
1.52516E+12,2018-05-01T09.23.40.176,38.021,0.896,0.065,0.137
1.52516E+12,2018-05-01T09.23.40.257,38.102,0.929,-0.056,0.2
1.52516E+12,2018-05-01T09.23.40.337,38.182,0.846,-0.14,0.2
1.52516E+12,2018-05-01T09.23.40.418,38.263,0.97,-0.177,0.218
1.52516E+12,2018-05-01T09.23.40.499,38.344,1.296,-0.277,0.384
1.52516E+12,2018-05-01T09.23.40.581,38.426,1.303,-0.016,0.239
1.52516E+12,2018-05-01T09.23.40.661,38.506,0.854,0.433,0.313
1.52516E+12,2018-05-01T09.23.40.742,38.587,0.951,0,0.274
1.52516E+12,2018-05-01T09.23.40.822,38.667,0.802,0.123,0.26
1.52516E+12,2018-05-01T09.23.40.904,38.749,0.729,0.107,0.303
1.52516E+12,2018-05-01T09.23.40.985,38.83,0.893,0.062,0.369
1.52516E+12,2018-05-01T09.23.41.065,38.91,0.958,-0.034,0.468
1.52516E+12,2018-05-01T09.23.41.146,38.991,0.928,-0.041,0.48
1.52516E+12,2018-05-01T09.23.41.227,39.072,1.088,0.034,0.408
1.52516E+12,2018-05-01T09.23.41.309,39.154,1.036,0.551,0.181
1.52516E+12,2018-05-01T09.23.41.389,39.234,0.646,0.014,0.063
1.52516E+12,2018-05-01T09.23.41.470,39.315,0.917,0.107,0.112
1.52516E+12,2018-05-01T09.23.41.550,39.395,0.891,0.305,0.217
1.52516E+12,2018-05-01T09.23.41.632,39.477,0.902,0.386,-0.095
1.52516E+12,2018-05-01T09.23.41.713,39.558,0.777,0.569,-0.109
1.52516E+12,2018-05-01T09.23.41.793,39.638,1.107,0.166,-0.198
1.52516E+12,2018-05-01T09.23.41.874,39.719,0.736,0.23,-0.096
1.52516E+12,2018-05-01T09.23.41.956,39.801,0.587,-0.344,0.519
1.52516E+12,2018-05-01T09.23.42.037,39.882,-1.311,0.433,-0.497
1.52516E+12,2018-05-01T09.23.42.117,39.962,-0.999,3.336,-0.859
1.52516E+12,2018-05-01T09.23.42.198,40.043,-0.5,2.804,-0.975
1.52516E+12,2018-05-01T09.23.42.278,40.123,-0.256,0.757,-0.05
1.52516E+12,2018-05-01T09.23.42.360,40.205,-0.151,0.245,0.041
1.52516E+12,2018-05-01T09.23.42.441,40.286,-0.224,0.07,0.123
1.52516E+12,2018-05-01T09.23.42.521,40.366,0.037,0.394,-0.216
1.52516E+12,2018-05-01T09.23.42.602,40.447,0.321,1.43,-0.539
1.52516E+12,2018-05-01T09.23.42.684,40.529,0.294,1.781,-0.78
1.52516E+12,2018-05-01T09.23.42.765,40.61,0.439,1.194,-0.436
1.52516E+12,2018-05-01T09.23.42.845,40.69,0.271,0.717,-0.069
1.52516E+12,2018-05-01T09.23.42.926,40.771,-0.042,0.652,-0.112
1.52516E+12,2018-05-01T09.23.43.006,40.851,0.069,0.708,-0.051
1.52516E+12,2018-05-01T09.23.43.088,40.933,0.071,1.014,-0.184
1.52516E+12,2018-05-01T09.23.43.169,41.014,0.106,1.321,-0.333
1.52516E+12,2018-05-01T09.23.43.249,41.094,0.141,1.195,-0.334
1.52516E+12,2018-05-01T09.23.43.330,41.175,0.112,0.867,-0.215
1.52516E+12,2018-05-01T09.23.43.412,41.257,0.132,0.81,-0.166
1.52516E+12,2018-05-01T09.23.43.493,41.338,0.186,0.851,-0.207
1.52516E+12,2018-05-01T09.23.43.573,41.418,0.345,0.947,-0.307
1.52516E+12,2018-05-01T09.23.43.654,41.499,0.418,1.011,-0.403
1.52516E+12,2018-05-01T09.23.43.734,41.579,0.351,0.997,-0.438
1.52516E+12,2018-05-01T09.23.43.816,41.661,0.271,0.883,-0.396
1.52516E+12,2018-05-01T09.23.43.897,41.742,0.222,0.786,-0.351
1.52516E+12,2018-05-01T09.23.43.978,41.823,0.243,0.854,-0.38
1.52516E+12,2018-05-01T09.23.44.058,41.903,0.261,0.975,-0.422
1.52516E+12,2018-05-01T09.23.44.139,41.984,0.242,1.024,-0.39
1.52516E+12,2018-05-01T09.23.44.221,42.066,0.204,0.998,-0.322
1.52516E+12,2018-05-01T09.23.44.301,42.146,0.148,0.911,-0.24
1.52516E+12,2018-05-01T09.23.44.382,42.227,0.164,0.865,-0.211
1.52516E+12,2018-05-01T09.23.44.462,42.307,0.212,0.911,-0.246
1.52516E+12,2018-05-01T09.23.44.544,42.389,0.238,1.017,-0.284
1.52516E+12,2018-05-01T09.23.44.625,42.47,0.225,1.018,-0.291
1.52516E+12,2018-05-01T09.23.44.706,42.551,0.194,0.937,-0.273
1.52516E+12,2018-05-01T09.23.44.786,42.631,0.181,0.91,-0.258
1.52516E+12,2018-05-01T09.23.44.867,42.712,0.203,0.954,-0.276
1.52516E+12,2018-05-01T09.23.44.949,42.794,0.206,0.991,-0.286
1.52516E+12,2018-05-01T09.23.45.029,42.874,0.186,0.986,-0.292
1.52516E+12,2018-05-01T09.23.45.110,42.955,0.163,0.958,-0.293
1.52516E+12,2018-05-01T09.23.45.190,43.035,0.167,0.943,-0.274
1.52516E+12,2018-05-01T09.23.45.272,43.117,0.178,0.955,-0.269
1.52516E+12,2018-05-01T09.23.45.353,43.198,0.187,0.966,-0.282
1.52516E+12,2018-05-01T09.23.45.434,43.279,0.187,0.968,-0.287
1.52516E+12,2018-05-01T09.23.45.514,43.359,0.18,0.961,-0.282
1.52516E+12,2018-05-01T09.23.45.595,43.44,0.173,0.953,-0.275
1.52516E+12,2018-05-01T09.23.45.677,43.522,0.178,0.96,-0.276
1.52516E+12,2018-05-01T09.23.45.757,43.602,0.182,0.971,-0.283
1.52516E+12,2018-05-01T09.23.45.838,43.683,0.182,0.964,-0.283
1.52516E+12,2018-05-01T09.23.45.918,43.763,0.179,0.959,-0.281
1.52516E+12,2018-05-01T09.23.45.999,43.844,0.181,0.958,-0.281
1.52516E+12,2018-05-01T09.23.46.081,43.926,0.184,0.963,-0.28
1.52516E+12,2018-05-01T09.23.46.162,44.007,0.185,0.965,-0.28
1.52516E+12,2018-05-01T09.23.46.242,44.087,0.182,0.963,-0.278
1.52516E+12,2018-05-01T09.23.46.323,44.168,0.183,0.961,-0.278
1.52516E+12,2018-05-01T09.23.46.405,44.25,0.185,0.959,-0.278
1.52516E+12,2018-05-01T09.23.46.485,44.33,0.185,0.961,-0.278
1.52516E+12,2018-05-01T09.23.46.566,44.411,0.179,0.962,-0.282
1.52516E+12,2018-05-01T09.23.46.646,44.491,0.181,0.965,-0.28
1.52516E+12,2018-05-01T09.23.46.727,44.572,0.183,0.963,-0.279
1.52516E+12,2018-05-01T09.23.46.809,44.654,0.182,0.96,-0.278
1.52516E+12,2018-05-01T09.23.46.890,44.735,0.181,0.96,-0.28
1.52516E+12,2018-05-01T09.23.46.970,44.815,0.182,0.963,-0.279
1.52516E+12,2018-05-01T09.23.47.051,44.896,0.183,0.963,-0.279
1.52516E+12,2018-05-01T09.23.47.133,44.978,0.181,0.961,-0.278
1.52516E+12,2018-05-01T09.23.47.213,45.058,0.179,0.962,-0.279
1.52516E+12,2018-05-01T09.23.47.294,45.139,0.183,0.963,-0.277
1.52516E+12,2018-05-01T09.23.47.374,45.219,0.183,0.96,-0.278
1.52516E+12,2018-05-01T09.23.47.455,45.3,0.184,0.963,-0.277
1.52516E+12,2018-05-01T09.23.47.537,45.382,0.182,0.963,-0.276
1.52516E+12,2018-05-01T09.23.47.618,45.463,0.184,0.963,-0.276
1.52516E+12,2018-05-01T09.23.47.698,45.543,0.183,0.959,-0.277
1.52516E+12,2018-05-01T09.23.47.780,45.625,0.18,0.958,-0.278
1.52516E+12,2018-05-01T09.23.47.861,45.706,0.181,0.962,-0.281
1.52516E+12,2018-05-01T09.23.47.941,45.786,0.183,0.966,-0.289
1.52516E+12,2018-05-01T09.23.48.022,45.867,0.183,0.961,-0.289
1.52516E+12,2018-05-01T09.23.48.103,45.948,0.179,0.955,-0.288
1.52516E+12,2018-05-01T09.23.48.183,46.028,0.178,0.958,-0.29
1.52516E+12,2018-05-01T09.23.48.265,46.11,0.18,0.961,-0.292
1.52516E+12,2018-05-01T09.23.48.346,46.191,0.184,0.959,-0.291
1.52516E+12,2018-05-01T09.23.48.426,46.271,0.179,0.955,-0.287
1.52516E+12,2018-05-01T09.23.48.506,46.351,0.171,0.943,-0.286
